source,target,value
klaus,source/physics/Hydro/HydroMain/unsplit/MHD_StaggeredMesh/hy_uhd_staggeredDivb.F90,4.94
klaus,source/physics/Hydro/HydroMain/unsplit/UHD.h,0.89
klaus,source/physics/Hydro/HydroMain/unsplit/hy_uhd_dataReconstOneStep.F90,4.67
klaus,source/physics/Hydro/HydroMain/unsplit/hy_uhd_energyFix.F90,0.91
klaus,source/physics/Hydro/Hydro_interface.F90,0.95
klaus,source/flashUtilities/interpolation/cubic/ut_triCubicMonotoneDervatives.F90,0.83
klaus,source/physics/Hydro/HydroMain/unsplit/hy_uhd_getRiemannState.F90,1.71
klaus,source/physics/Hydro/HydroMain/unsplit/threadWithinBlock/hy_uhd_getFaceFlux.F90,22.62
klaus,source/physics/Hydro/HydroMain/unsplit/threadWithinBlock/hy_uhd_getRiemannState.F90,3.0
klaus,source/Driver/DriverMain/Unsplit/Driver_evolveFlash.F90,1.73
klaus,source/physics/Hydro/localAPI/hy_memInterface.F90,0.77
klaus,source/Particles/ParticlesMain/Particles_sendOutputData.F90,0.89
klaus,source/Particles/ParticlesMain/active/Sink/Config,2.96
klaus,source/Particles/ParticlesMain/active/Sink/Particles_sinkAccelSinksOnGas.F90,0.87
klaus,source/Particles/ParticlesMain/active/Sink/Particles_sinkAdvanceParticles.F90,4.32
klaus,source/Particles/ParticlesMain/active/Sink/Particles_sinkComputeDt.F90,1.56
klaus,source/Particles/ParticlesMain/active/Sink/Particles_sinkData.F90,1.53
klaus,source/Particles/ParticlesMain/active/Sink/Particles_sinkMarkRefineDerefine.F90,2.14
klaus,source/Particles/ParticlesMain/active/Sink/Particles_sinkMoveParticles.F90,1.33
townsley,source/physics/sourceTerms/Flame/Flame_getProfile.F90,0.44
townsley,source/physics/sourceTerms/Flame/Flame_getWidth.F90,1.0
townsley,source/physics/sourceTerms/Flame/Flame_init.F90,0.58
townsley,source/physics/sourceTerms/Flame/Flame_laminarSpeed.F90,0.72
townsley,source/physics/sourceTerms/Flame/Flame_rhJump.F90,0.22
townsley,source/physics/sourceTerms/Flame/Flame_rhJumpReactive.F90,0.57
townsley,source/IO/IOMain/IO_getScalar.F90,3.04
townsley,source/Driver/DriverMain/TimeDep/Driver_computeDt.F90,1.0
townsley,source/physics/sourceTerms/Burn/BurnMain/Burn_computeDt.F90,0.54
townsley,source/IO/IOMain/IO_outputFinal.F90,0.89
townsley,source/IO/IOParticles/io_ptInit.F90,0.69
townsley,source/flashUtilities/contourSurface/ut_contourSurfaceAreaBlock.F90,0.18
townsley,source/IO/IOMain/hdf5/parallel/PM/io_readData.F90,0.5
townsley,sites/ellipse.uchicago.edu/Makefile.h,6.14
townsley,sites/ellipse.uchicago.edu/Makefile.h.pg,5.91
townsley,sites/seaborg.nersc.gov/flash_environment.csh,0.75
townsley,source/physics/sourceTerms/Burn/Burn_interface.F90,1.55
townsley,source/physics/sourceTerms/Burn/Burn_nseAtDens.F90,0.77
townsley,source/Driver/DriverMain/Driver_sourceTerms.F90,1.3
townsley,source/Driver/DriverMain/TimeDep/Driver_initFlash.F90,1.17
manolis,source/physics/Eos/EosMain/multiTemp/Helmholtz/SpeciesBased/eos_initHelmholtz.F90,1.0
dongwook,source/Simulation/SimulationMain/magnetoHD/Rotor/coldstart_ug_4p_2d.par,0.35
dongwook,sites/Prototypes/Darwin/Makefile.h,4.68
dongwook,source/physics/Hydro/HydroMain/unsplit/hy_uhd_addGravityUnsplit.F90,6.32
dongwook,source/Simulation/SimulationMain/FlatPlate/flash.par,15.93
dongwook,source/Simulation/SimulationMain/FlatPlate/hy_uhd_getFaceFlux.F90,1.99
dongwook,source/Simulation/SimulationMain/magnetoHD/LULI_mhd/LULI1D/Simulation_initSpecies.F90,0.8
dongwook,source/Simulation/SimulationMain/ShafranovShock/Simulation_initBlock.F90,2.58
dongwook,source/physics/Hydro/HydroMain/unsplit/Hydro_Unsplit/hy_uhd_MarquinaModified.F90,1.0
dongwook,source/physics/Hydro/HydroMain/unsplit/MHD_StaggeredMesh/hy_uhd_Marquina.F90,2.66
dongwook,source/physics/Hydro/HydroMain/unsplit/MHD_StaggeredMesh/hy_uhd_MarquinaModified.F90,1.0
dongwook,source/Simulation/SimulationMain/Sedov/coldstart_pm_3d.par,2.96
dongwook,source/Simulation/SimulationMain/AdvectMassScalars/Simulation_data.F90,1.8
dongwook,source/Simulation/SimulationMain/AdvectMassScalars/Simulation_init.F90,0.94
dongwook,source/physics/Gravity/GravityMain/PointMass/Gravity_init.F90,1.0
dongwook,source/Simulation/SimulationMain/magnetoHD/CloudShock/flash.par.slowshock,0.65
dongwook,source/Driver/DriverMain/Driver_superTimeStep.F90,0.8
dongwook,source/Simulation/SimulationMain/ConductionDeltaSaDiff/flash.par,1.64
dongwook,source/physics/Hydro/HydroMain/split/PPM/PPMKernel/hydro_1d.F90,3.77
dongwook,source/physics/Hydro/HydroMain/split/PPM/PPMKernel/interp_char.F90,0.89
dongwook,source/physics/Hydro/HydroMain/split/PPM/PPMKernel/rieman.F90,0.9
dongwook,source/physics/Hydro/HydroMain/split/RHD/Hydro_init.F90,5.22
dongwook,source/physics/Hydro/HydroMain/unsplit/Hydro_Unsplit/hy_uhd_Marquina.F90,2.64
dongwook,source/Driver/DriverMain/Config,0.5
dongwook,source/Driver/DriverMain/Driver_data.F90,1.0
dongwook,source/Driver/Makefile,0.87
dongwook,source/Simulation/SimulationMain/Pancake/coldstart_pm_2d.par,1.75
dongwook,source/Simulation/SimulationMain/Pancake/restart_pm_2d.par,1.75
dongwook,source/Grid/GridMain/paramesh/paramesh4/Paramesh4.0/PM4_package/source/amr_1blk_fc_prol_dbz.F90,16.27
dongwook,source/Grid/GridMain/paramesh/paramesh4/gr_markRefineDerefine.F90,0.8
dongwook,source/Simulation/SimulationMain/magnetoHD/LinearWave/Simulation_initBlock.F90,1.57
dongwook,source/Simulation/SimulationMain/magnetoHD/SupersonicCloud/Grid_bcApplyToRegionSpecialized.F90,0.93
dongwook,source/Simulation/SimulationMain/magnetoHD/SupersonicCloud/flash.par,6.57
dongwook,source/Simulation/SimulationMain/Jeans/coldstart_pm_2d.par,1.76
dongwook,source/Simulation/SimulationMain/Jeans/restart_pm_2d.par,1.76
dongwook,source/Grid/GridMain/UG/Grid_data.F90,0.89
dongwook,source/Grid/GridMain/paramesh/Grid_data.F90,0.63
dongwook,source/IO/IOMain/direct/PM/io_writeData.F90,2.0
dongwook,source/IO/IOMain/direct/UG/io_writeData.F90,2.0
dongwook,source/IO/IOMain/hdf5/parallel/PM/io_writeData.F90,2.0
dongwook,source/IO/IOMain/pnetcdf/PM/io_writeData.F90,2.0
dongwook,source/IO/IOMain/hdf5/serial/PM/io_writeData.F90,6.98
dongwook,source/Simulation/SimulationMain/Blast2/coldstart_ug_4p_1d.par,0.89
dongwook,source/Simulation/SimulationMain/Blast2/restart_ug_4p_1d.par,0.89
dongwook,source/Simulation/SimulationMain/Sedov/coldstart_pm.par,0.5
dongwook,source/Simulation/SimulationMain/Sedov/restart_pm.par,1.53
dongwook,source/Simulation/SimulationMain/magnetoHD/Rotor/coldstart_pm_2d.par,0.08
dongwook,source/Simulation/SimulationMain/magnetoHD/Rotor/restart_pm_2d.par,0.08
dongwook,source/Simulation/SimulationMain/magnetoHD/OrszagTang/coldstart_nofbs_2p_2d.par,0.35
dongwook,source/Simulation/SimulationMain/magnetoHD/OrszagTang/coldstart_pm_2d.par,0.08
dongwook,source/Simulation/SimulationMain/magnetoHD/OrszagTang/restart_nofbs_2p_2d.par,0.35
tester,source/Grid/GridMain/Chombo/Grid_fillGuardCells.F90,0.89
tester,source/Grid/GridMain/UG/Grid_fillGuardCells.F90,0.89
tester,source/Grid/GridMain/UG/UGReordered/Grid_fillGuardCells.F90,0.89
tester,source/Grid/GridMain/paramesh/Grid_markRefineDerefine.F90,0.85
tester,source/Grid/GridMain/paramesh/Paramesh2/Grid_fillGuardCells.F90,0.71
tester,source/Grid/GridMain/paramesh/paramesh4/Grid_fillGuardCells.F90,1.6
tester,source/Grid/GridMain/paramesh/paramesh4/gr_makeMaskConsistent.F90,0.67
tester,source/Grid/Grid_fillGuardCells.F90,0.71
tester,source/Grid/Grid_interface.F90,0.71
tester,source/monitors/Logfile/LogfileMain/Logfile_stampVarMask.F90,5.29
tester,source/monitors/Logfile/Logfile_interface.F90,0.89
tester,source/monitors/Logfile/Logfile_stampVarMask.F90,1.86
tester,source/physics/Hydro/HydroMain/unsplit/Hydro_Unsplit/hy_uhd_unsplit.F90,2.63
tester,lib/ma28/source/Makefile,0.62
tester,source/Driver/DriverMain/Split/Driver_evolveFlash.F90,1.33
tester,source/IO/IOMain/IO_data.F90,0.8
tester,source/IO/IOMain/IO_writePlotfile.F90,2.19
tester,source/Simulation/SimulationMain/RHD_Riemann2D/coldstart_pm_2d.par,0.5
tester,sites/scooter.asci.uchicago.edu/Makefile.h.gfortran,0.86
tester,sites/cetus.asci.uchicago.edu/Makefile.h.lahey,6.63
tester,source/Simulation/SimulationMain/StirTurb/test_restartpart2_UG_3d.par,3.77
tester,source/Grid/GridMain/paramesh/Paramesh2/amr_guardcell_cc_c_to_f.F90,0.87
tester,source/Grid/GridMain/paramesh/Paramesh2/amr_prolong_gen_unk_fun.F90,0.91
tester,source/Grid/GridMain/paramesh/Paramesh2/amr_prolong_unk_fun.F90,0.94
tester,source/Grid/GridMain/paramesh/Paramesh2/injection/amr_prolong_gen_unk_fun.F90,0.89
tester,source/Grid/GridMain/paramesh/Paramesh2/injection/amr_prolong_unk_fun.F90,0.94
tester,source/Grid/GridMain/paramesh/Paramesh2/monotonic/amr_prolong_gen_unk_fun.F90,3.74
tester,source/Grid/GridMain/paramesh/Paramesh2/monotonic/amr_prolong_unk_fun.F90,1.75
tester,source/Grid/GridMain/paramesh/Paramesh2/quadratic_cartesian/amr_prolong_gen_unk_fun.F90,0.89
tester,source/Grid/GridMain/paramesh/Paramesh2/quadratic_cartesian/amr_prolong_unk_fun.F90,0.94
tester,source/Grid/GridMain/paramesh/Paramesh2/quadratic_spherical/amr_prolong_gen_unk_fun.F90,0.89
tester,bin/Flash.h.tpl,1.06
tester,bin/parseCmd.py,4.28
tester,source/RuntimeParameters/RuntimeParametersMain/RuntimeParameters_read.F90,0.54
tester,source/Simulation/SimulationMain/Sod/test_paramesh_2d.par,1.17
tester,source/IO/IOMain/hdf5/parallel/PM/io_readData.F90,6.77
tester,source/IO/IOMain/hdf5/parallel/PM/io_writeData.F90,5.47
tester,source/IO/IOMain/hdf5/parallel/UG/io_readData.F90,0.77
tester,source/Simulation/SimulationMain/Blast2/test_pm2_1d_0lev.par,1.17
tester,source/Simulation/SimulationMain/Blast2/test_pm2_1d_8lev.par,1.17
tester,source/Simulation/SimulationMain/Blast2/test_pm3_1d_0lev.par,1.17
tester,source/Simulation/SimulationMain/Blast2/test_pm3_1d_5lev.par,1.17
tester,source/Simulation/SimulationMain/Sod/test_paramesh_1d.par,1.67
tester,bin/setup_shortcuts.txt,0.87
tester,source/physics/Gravity/GravityMain/Poisson/Multipole/Makefile,1.83
tester,source/physics/Interfaces/Interfaces_ADR.F90,0.33
tester,source/Driver/DriverMain/MHDUnsplit/Driver_computeDt.F90,0.84
tester,source/Driver/DriverMain/MHDUnsplit/Driver_verifyInitDt.F90,0.58
tester,source/physics/MHD/MHDMain/8Wave/mhd_sweep.F90,2.41
tester,source/physics/MHD/MHDMain/StaggeredMesh/MHD_init.F90,1.0
cdaley,source/Particles/ParticlesMain/Particles_getCountPerBlk.F90,0.87
cdaley,source/Grid/GridMain/paramesh/Grid_getBlkCornerID.F90,4.38
cdaley,source/Grid/GridMain/UG/Grid_getBlkCornerID.F90,1.73
cdaley,source/Grid/GridMain/paramesh/Grid_data.F90,0.89
cdaley,source/Grid/GridSolvers/Pfft/Grid_pfftInit.F90,2.04
cdaley,source/Grid/Grid_getBlkCornerID.F90,1.73
cdaley,source/Grid/Grid_interface.F90,1.08
cdaley,source/Simulation/SimulationMain/PfftRT_uniform_box/Simulation_interface.F90,0.61
cdaley,source/Grid/GridMain/paramesh/gr_expandDomain.F90,1.17
cdaley,tools/scripts/setup_rundir.sh,4.29
cdaley,tools/scripts/setup_top.sh,2.75
cdaley,source/Grid/GridSolvers/MultigridMC_VarDens_HYPRE/poisson/PfftTopLevelSolve/HomBcTrig/gr_mgPfftSolveLevel.F90,8.81
cdaley,source/Grid/GridSolvers/MultigridMC_VarDens_HYPRE/poisson/PfftTopLevelSolve/gr_mgPfftSolveLevel.F90,5.8
cdaley,source/Grid/GridSolvers/Multigrid_forDiffuseAdvanceByHgADI/PfftTopLevelSolve/gr_hgPfftSolveLevel.F90,5.84
cdaley,source/Grid/GridSolvers/Multigrid_experimental/PfftTopLevelSolve/HomBcTrig/gr_hgPfftSolveLevel.F90,6.83
cdaley,source/Grid/GridSolvers/Multigrid_experimental/PfftTopLevelSolve/SimplePeriodic/gr_hgPfftSolveLevel.F90,6.83
cdaley,source/Driver/DriverMain/Driver_initParallel.F90,2.59
cdaley,source/Grid/GridSolvers/Multipole_new/Grid_solvePoisson.F90,1.78
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleCM1Dspherical.F90,3.1
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleCM2Dcylindrical.F90,3.88
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleCM2Dspherical.F90,3.77
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleCM3Dcartesian.F90,1.9
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleData.F90,0.41
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleFinalize.F90,0.58
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleInit.F90,1.69
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleMom1Dspherical.F90,2.17
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleMom2Dcylindrical.F90,2.0
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleMom2Dspherical.F90,3.77
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleMom3Dcartesian.F90,1.9
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpolePot1Dspherical.F90,2.17
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpolePot2Dcylindrical.F90,2.0
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpolePot2Dspherical.F90,2.83
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpolePot3Dcartesian.F90,1.9
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpolePotential_exact.F90,3.0
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleRad1Dspherical.F90,5.83
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleRad2Dcylindrical.F90,5.25
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleRad2Dspherical.F90,7.17
cdaley,source/Grid/GridSolvers/Multipole_new/gr_mpoleRad3Dcartesian.F90,4.95
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/gr_mpoleAllocateRadialArrays.F90,1.19
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/gr_mpoleDeallocateRadialArrays.F90,1.19
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/gr_mpoleInit.F90,0.61
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadBlockList/gr_mpoleMom2Dcylindrical.F90,2.49
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadBlockList/gr_mpoleMom3Dcartesian.F90,1.46
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadBlockList/gr_mpolePot2Dcylindrical.F90,2.38
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadBlockList/gr_mpolePot3Dcartesian.F90,1.46
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadWithinBlock/gr_mpoleMom2Dcylindrical.F90,1.46
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadWithinBlock/gr_mpoleMom3Dcartesian.F90,1.46
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadWithinBlock/gr_mpolePot2Dcylindrical.F90,1.46
cdaley,source/Grid/GridSolvers/Multipole_new/multithreaded/threadWithinBlock/gr_mpolePot3Dcartesian.F90,1.46
cdaley,source/Particles/ParticlesInitialization/WithDensity/CellMassBins/pt_initLocal.F90,1.65
mohapatra,source/Grid/GridMain/paramesh/paramesh4/Paramesh4dev/PM4_package/mpi_source/mpi_amr_1blk_restrict.F90,0.71
mohapatra,source/Grid/GridMain/paramesh/paramesh4/Paramesh4dev/PM4_package/mpi_source/mpi_amr_guardcell.F90,0.71
mohapatra,source/Grid/GridSolvers/MultigridMC/gr_mgGuardcell.F90,1.14
mohapatra,source/Grid/GridSolvers/MultigridMC/multigrid.F90,1.25
mohapatra,source/Grid/GridSolvers/MultigridMC/poisson/Grid_solvePoisson.F90,5.14
mohapatra,source/Grid/GridSolvers/MultigridMC/poisson/Makefile,0.98
mohapatra,source/Grid/GridSolvers/MultigridMC/poisson/PfftTopLevelSolve/multigrid.F90,1.66
mohapatra,source/Grid/GridSolvers/MultigridMC/poisson/poisson_mg_relax.F90,0.71
mohapatra,source/Simulation/SimulationMain/unitTest/XYZneu_3D_BiPCGSTAB/Config,0.9
mohapatra,source/Simulation/SimulationMain/unitTest/XYZneu_3D_BiPCGSTAB/Grid_markRefineDerefine.F90,1.83
mohapatra,source/physics/SolidMechanics/SolidMechanicsMain/SurfaceInteraction/sm_surf_assembleFluidForce_rbc.F90,0.94
mohapatra,source/physics/SolidMechanics/SolidMechanicsMain/Testing/DryRun/SolidMechanics_computeDt.F90,0.61
mohapatra,source/Grid/GridMain/paramesh/paramesh4/Paramesh4dev/flash_avoid_orrery/amr_migrate_tree_data.F90,3.82
mohapatra,source/Driver/DriverMain/Driver_computeDt.F90,1.46
mohapatra,source/Driver/DriverMain/INSfracstep/Driver_computeDt.F90,0.75
mohapatra,source/Grid/GridBoundaryConditions/Grid_bcApplyToRegion.F90,3.61
mohapatra,source/Grid/GridSolvers/BiPCGStab/BiPCGStab.F90,0.91
mohapatra,source/Grid/GridSolvers/MultigridMC/amr_1blk_cc_prol_work_mg.F90,1.0
mohapatra,source/Grid/GridSolvers/MultigridMC/gr_mgBndry.F90,1.12
mohapatra,source/Grid/GridSolvers/MultigridMC/gr_mgCycle.F90,2.48
mohapatra,source/Grid/GridSolvers/MultigridMC/gr_mgRestrict.F90,0.81
mohapatra,source/Simulation/SimulationMain/INavierStokes/3D/Tecplot3D/outtotecplot.F90,1.0
mohapatra,source/monitors/Timers/Timers_interface.F90,0.71
mohapatra,source/physics/IncompNS/IncompNSMain/constdens/IncompNS_computeDt.F90,1.12
mohapatra,source/physics/IncompNS/IncompNS_computeDt.F90,0.8
mohapatra,source/physics/IncompNS/Makefile,0.87
mohapatra,source/Driver/DriverMain/Config,0.89
mohapatra,source/Driver/DriverMain/INSfracstep/Driver_evolveFlash.F90,2.88
