source,target,value
Peter Scheibel,lib/spack/spack/cmd/mirror.py,0.71
Peter Scheibel,lib/spack/spack/cmd/module.py,0.71
Peter Scheibel,lib/spack/spack/cmd/patch.py,0.71
Peter Scheibel,lib/spack/spack/cmd/pkg.py,0.71
Peter Scheibel,lib/spack/spack/cmd/providers.py,0.71
Peter Scheibel,lib/spack/spack/cmd/python.py,0.71
Peter Scheibel,lib/spack/spack/cmd/reindex.py,0.71
Peter Scheibel,lib/spack/spack/cmd/restage.py,0.71
Peter Scheibel,lib/spack/spack/cmd/spec.py,0.71
Peter Scheibel,lib/spack/spack/cmd/stage.py,0.71
Peter Scheibel,lib/spack/spack/cmd/uninstall.py,0.71
Peter Scheibel,lib/spack/spack/cmd/unload.py,0.71
Peter Scheibel,lib/spack/spack/cmd/unuse.py,0.71
Peter Scheibel,lib/spack/spack/cmd/use.py,0.71
Peter Scheibel,lib/spack/spack/config.py,1.46
Peter Scheibel,lib/spack/spack/test/python_version.py,0.71
Oliver Breitwieser,lib/spack/spack/package.py,3.54
Oliver Breitwieser,lib/spack/spack/cmd/extensions.py,0.87
Oliver Breitwieser,lib/spack/spack/hooks/extensions.py,0.67
Oliver Breitwieser,lib/spack/spack/cmd/deactivate.py,3.32
Oliver Breitwieser,lib/spack/spack/cmd/activate.py,0.75
Oliver Breitwieser,lib/spack/spack/cmd/common/arguments.py,0.67
Akhil Reddy Patlolla,var/spack/repos/builtin/packages/lulesh/package.py,1.57
Carlos BederiÃ¡n,var/spack/repos/builtin/packages/bcftools/package.py,0.66
Carlos BederiÃ¡n,var/spack/repos/builtin/packages/silo/package.py,0.43
William Scullin,var/spack/repos/builtin/packages/espresso/package.py,0.92
William Scullin,var/spack/repos/builtin/packages/intel-mkl/package.py,1.68
Tom Scogland,var/spack/repos/builtin/packages/flux/package.py,2.71
Tom Scogland,var/spack/repos/builtin/packages/libffi/package.py,0.67
Tom Scogland,var/spack/repos/builtin/packages/libjson-c/package.py,0.67
Tom Scogland,var/spack/repos/builtin/packages/libxslt/package.py,0.67
Tom Scogland,var/spack/repos/builtin/packages/rust/package.py,0.73
Tom Scogland,lib/spack/spack/spec.py,99.73
Tom Scogland,lib/spack/spack/cmd/find.py,0.37
Tom Scogland,lib/spack/spack/database.py,6.78
Tom Scogland,var/spack/repos/builtin/packages/go/package.py,0.35
Tom Scogland,var/spack/repos/builtin/packages/flex/package.py,1.0
Tom Scogland,var/spack/repos/builtin/packages/lua/package.py,11.79
Tom Scogland,lib/spack/spack/util/executable.py,0.8
Tom Scogland,lib/spack/spack/environment.py,13.5
Tom Scogland,lib/spack/spack/directives.py,9.83
Tom Scogland,var/spack/packages/gcc/package.py,1.45
Tom Scogland,var/spack/packages/llvm/package.py,1.66
Tom Scogland,var/spack/packages/clang/package.py,0.42
Tom Scogland,lib/spack/spack/cmd/mirror.py,0.89
Tom Scogland,var/spack/packages/jemalloc/package.py,0.35
Alicia Klinvex,var/spack/repos/builtin/packages/boxlib/package.py,0.5
paulhopkins,lib/spack/llnl/util/tty/color.py,2.81
paulhopkins,lib/spack/spack/cmd/__init__.py,3.07
paulhopkins,lib/spack/spack/cmd/dependents.py,0.78
paulhopkins,lib/spack/spack/cmd/mirror.py,0.9
paulhopkins,lib/spack/spack/cmd/module.py,1.65
paulhopkins,lib/spack/spack/cmd/spec.py,0.87
paulhopkins,lib/spack/spack/cmd/uninstall.py,0.62
paulhopkins,lib/spack/spack/database.py,2.83
paulhopkins,lib/spack/spack/directory_layout.py,0.87
paulhopkins,lib/spack/spack/main.py,0.32
paulhopkins,lib/spack/spack/mirror.py,2.55
paulhopkins,lib/spack/spack/package.py,2.64
paulhopkins,lib/spack/spack/spec.py,1.3
Barry Smith,var/spack/repos/builtin/packages/mfem/package.py,1.53
kiel friedt,lib/spack/docs/testing_guide.rst,0.42
kiel friedt,lib/spack/spack/cmd/test.py,0.92
kiel friedt,lib/spack/spack/hooks/dashboards.py,1.1
kiel friedt,lib/spack/spack/spec.py,2.0
kiel friedt,var/spack/repos/builtin/packages/petsc/package.py,4.93
kiel friedt,lib/spack/spack/schema/test_suite.py,1.41
kiel friedt,lib/spack/spack/test/spec_set.py,0.91
kiel friedt,lib/spack/spack/main.py,0.81
Benedikt Hegner,lib/spack/docs/testing_guide.rst,3.54
Benedikt Hegner,lib/spack/spack/build_environment.py,0.73
Benedikt Hegner,lib/spack/spack/cmd/__init__.py,0.73
Benedikt Hegner,lib/spack/spack/cmd/common/arguments.py,0.87
Benedikt Hegner,lib/spack/spack/cmd/deactivate.py,0.73
Benedikt Hegner,lib/spack/spack/cmd/extensions.py,1.5
Benedikt Hegner,lib/spack/spack/cmd/find.py,1.57
Benedikt Hegner,lib/spack/spack/cmd/uninstall.py,0.73
Benedikt Hegner,lib/spack/spack/database.py,6.35
Benedikt Hegner,lib/spack/spack/directory_layout.py,1.66
Benedikt Hegner,lib/spack/spack/package.py,20.06
Benedikt Hegner,lib/spack/spack/spec.py,2.17
Benedikt Hegner,lib/spack/spack/test/cmd/uninstall.py,0.77
Benedikt Hegner,lib/spack/spack/test/database.py,35.72
Benedikt Hegner,lib/spack/spack/test/install.py,2.74
Benedikt Hegner,lib/spack/spack/test/mock_database.py,5.6
Benedikt Hegner,var/spack/repos/builtin/packages/py-storm/package.py,0.77
Darach Golden,var/spack/repos/builtin/packages/mumps/package.py,1.93
iulian787,var/spack/repos/builtin/packages/cgm/package.py,1.91
iulian787,var/spack/repos/builtin/packages/moab/package.py,5.08
Nicolas Richart,lib/spack/spack/util/prefix.py,1.0
Nicolas Richart,var/spack/repos/builtin/packages/charm/package.py,3.4
Nicolas Richart,var/spack/repos/builtin/packages/fenics/package.py,0.71
Nicolas Richart,var/spack/repos/builtin/packages/scotch/package.py,9.0
Josh Asplund,var/spack/repos/builtin/packages/rose/package.py,1.99
Josh Asplund,var/spack/repos/builtin/packages/spot/package.py,0.87
Josh Asplund,var/spack/repos/builtin/packages/boost/package.py,0.84
eklee15,var/spack/repos/builtin/packages/mumps/package.py,3.53
eklee15,var/spack/repos/builtin/packages/boost/package.py,0.55
Jeffrey Salmond,lib/spack/spack/operating_systems/linux_distro.py,0.76
Jeffrey Salmond,var/spack/repos/builtin/packages/everytrace/package.py,0.67
Jeffrey Salmond,var/spack/repos/builtin/packages/ImageMagick/package.py,0.71
Matthew Krafczyk,lib/spack/spack/cmd/diy.py,0.67
Matthew Krafczyk,var/spack/repos/builtin/packages/node-js/package.py,2.5
Matthew Krafczyk,var/spack/repos/builtin/packages/npm/package.py,0.17
Matthew Krafczyk,var/spack/repos/builtin/packages/py-functools32/package.py,0.71
Matthew Krafczyk,var/spack/repos/builtin/packages/py-ipython/package.py,1.31
Matthew Krafczyk,var/spack/repos/builtin/packages/py-jsonschema/package.py,0.65
Matthew Krafczyk,var/spack/repos/builtin/packages/py-pexpect/package.py,0.89
Matthew Krafczyk,var/spack/repos/builtin/packages/py-pycurl/package.py,0.63
Matthew Krafczyk,var/spack/repos/builtin/packages/py-tornado/package.py,0.53
Matthew Krafczyk,lib/spack/llnl/util/tty/__init__.py,3.81
Paul Hopkins,lib/spack/spack/directory_layout.py,3.39
Paul Hopkins,lib/spack/spack/spec.py,2.0
Paul Hopkins,lib/spack/spack/test/__init__.py,0.99
Paul Hopkins,lib/spack/spack/concretize.py,40.51
Javier,var/spack/repos/builtin/packages/geant4/package.py,3.21
Jean-Paul Pelteret,var/spack/repos/builtin/packages/py-zmq/package.py,0.86
Jean-Paul Pelteret,var/spack/repos/builtin/packages/mpc/package.py,1.34
Jean-Paul Pelteret,var/spack/repos/builtin/packages/mpfr/package.py,0.45
Jean-Paul Pelteret,var/spack/repos/builtin/packages/paradiseo/enable_eoserial.patch,0.38
Mayeul d'Avezac,var/spack/repos/builtin/packages/glib/package.py,0.91
Mayeul d'Avezac,lib/spack/spack/spec.py,5.82
Kenneth Hoste,var/spack/repos/builtin/packages/py-easybuild-framework/package.py,0.78
Kenneth Hoste,lib/spack/spack/cmd/pkg.py,1.58
Kim Serradell,var/spack/repos/builtin/packages/extrae/package.py,0.56
Jason Sarich,var/spack/repos/builtin/packages/bzip2/package.py,3.57
Peter Josef Scheibel,var/spack/repos/builtin/packages/libxcb/package.py,0.75
Friedt,lib/spack/spack/stage.py,0.87
Ben Morgan,lib/spack/spack/compilers/clang.py,0.38
Joseph Ciurej,lib/spack/spack/build_environment.py,1.86
Joseph Ciurej,lib/spack/spack/compilers/__init__.py,4.97
Joseph Ciurej,lib/spack/spack/concretize.py,1.05
Joseph Ciurej,lib/spack/spack/package.py,0.27
Joseph Ciurej,lib/spack/spack/platforms/test.py,1.42
Joseph Ciurej,lib/spack/spack/test/architecture.py,4.2
Joseph Ciurej,lib/spack/spack/test/concretize.py,0.85
Joseph Ciurej,lib/spack/spack/test/spec_semantics.py,1.88
Joseph Ciurej,lib/spack/spack/test/spec_syntax.py,1.0
Joseph Ciurej,var/spack/repos/builtin/packages/visit/package.py,1.58
Joseph Ciurej,lib/spack/docs/getting_started.rst,8.58
Joseph Ciurej,lib/spack/spack/cmd/compiler.py,0.53
Joseph Ciurej,lib/spack/spack/schema/compilers.py,0.67
Joseph Ciurej,lib/spack/spack/test/cc.py,0.75
Joseph Ciurej,lib/spack/spack/test/config.py,2.31
Joseph Ciurej,var/spack/repos/builtin/packages/fenics/package.py,0.76
Joseph Ciurej,var/spack/repos/builtin/packages/py-astropy/package.py,0.68
Joseph Ciurej,var/spack/repos/builtin/packages/py-h5py/package.py,0.87
Joseph Ciurej,var/spack/repos/builtin/packages/py-shiboken/package.py,1.35
Joseph Ciurej,var/spack/repos/builtin/packages/git-lfs/package.py,1.65
Joseph Ciurej,var/spack/repos/builtin/packages/go-bootstrap/package.py,1.63
Joseph Ciurej,var/spack/repos/builtin/packages/metis/package.py,7.13
Joseph Ciurej,var/spack/repos/builtin/packages/parmetis/package.py,7.68
Joseph Ciurej,share/spack/qa/run-flake8,0.94
Ian Lee,README.md,1.58
Ian Lee,lib/spack/docs/getting_started.rst,0.8
Ian Lee,lib/spack/spack/cmd/repo.py,0.75
Ian Lee,lib/spack/spack/repository.py,0.75
Ian Lee,lib/spack/spack/resource.py,0.75
Ian Lee,lib/spack/spack/test/namespace_trie.py,0.75
Ian Lee,lib/spack/spack/test/tally_plugin.py,0.78
Ian Lee,var/spack/repos/builtin/packages/gdb/package.py,0.75
Glenn Johnson,var/spack/repos/builtin/packages/intel-parallel-studio/package.py,2.43
Glenn Johnson,lib/spack/docs/basic_usage.rst,0.95
Glenn Johnson,var/spack/repos/builtin/packages/r-plyr/package.py,0.84
Glenn Johnson,lib/spack/docs/packaging_guide.rst,2.52
Glenn Johnson,lib/spack/spack/cmd/create.py,0.79
Glenn Johnson,var/spack/repos/builtin/packages/binutils/package.py,1.91
Glenn Johnson,var/spack/repos/builtin/packages/r-withr/package.py,1.0
Glenn Johnson,var/spack/repos/builtin/packages/py-xlrd/package.py,1.0
Kelly Thompson,var/spack/repos/builtin/packages/moab/package.py,0.8
Stephen Herbein,var/spack/repos/builtin/packages/libsodium/package.py,0.95
Alfredo Gimenez,var/spack/repos/builtin/packages/boost/package.py,3.98
Alfredo Gimenez,var/spack/packages/libxml2/package.py,0.87
Alfredo Gimenez,var/spack/packages/qt/package.py,0.86
Alfredo Gimenez,share/spack/setup-env.sh,0.81
citibeth,var/spack/repos/builtin/packages/environment-modules/package.py,1.16
citibeth,lib/spack/spack/package.py,12.0
citibeth,var/spack/repos/builtin/packages/netcdf-cxx4/package.py,0.82
citibeth,var/spack/repos/builtin/packages/netcdf-fortran/package.py,0.82
citibeth,lib/spack/spack/cmd/checksum.py,3.0
citibeth,lib/spack/spack/cmd/compiler.py,3.0
citibeth,lib/spack/spack/cmd/create.py,4.0
citibeth,lib/spack/spack/cmd/mirror.py,2.0
citibeth,lib/spack/spack/cmd/module.py,3.0
citibeth,lib/spack/spack/cmd/repo.py,6.0
citibeth,lib/spack/spack/config.py,3.0
citibeth,lib/spack/spack/database.py,1.0
citibeth,lib/spack/spack/directives.py,2.0
citibeth,lib/spack/spack/directory_layout.py,2.0
citibeth,lib/spack/spack/fetch_strategy.py,7.0
citibeth,lib/spack/spack/mirror.py,2.0
citibeth,lib/spack/spack/repository.py,3.0
citibeth,var/spack/repos/builtin/packages/blitz/package.py,0.22
Elizabeth F,lib/spack/spack/package.py,6.48
Elizabeth F,lib/spack/spack/cmd/load.py,0.84
Elizabeth F,var/spack/repos/builtin/packages/tcl/package.py,0.55
Elizabeth F,var/spack/repos/builtin/packages/tk/package.py,0.54
Elizabeth F,var/spack/repos/builtin/packages/curl/package.py,2.0
robertdfrench,lib/spack/spack/operating_systems/cnl.py,5.0
David Boehme,var/spack/packages/cube/package.py,0.17
David Boehme,var/spack/packages/otf2/package.py,4.55
Orion Poplawski,lib/spack/spack/cmd/repo.py,0.71
Mike Nolta,bin/spack,0.94
karenyyng,var/spack/packages/py-ipython/package.py,1.19
karenyyng,var/spack/packages/graphviz/package.py,1.42
karenyyng,var/spack/packages/libdrm/package.py,1.0
karenyyng,var/spack/packages/libffi/package.py,0.91
karenyyng,var/spack/packages/libpciaccess/package.py,2.11
karenyyng,var/spack/packages/libxml2/package.py,0.87
karenyyng,var/spack/packages/mesa/package.py,2.0
karenyyng,var/spack/packages/py-mock/package.py,0.5
karenyyng,var/spack/packages/py-pyside/package.py,0.77
karenyyng,var/spack/packages/py-setuptools/package.py,0.59
karenyyng,var/spack/packages/scorep/package.py,4.87
karenyyng,var/spack/packages/stat/package.py,0.68
karenyyng,var/spack/packages/vim/package.py,0.83
Saravan Pantham,var/spack/packages/hdf5/package.py,2.0
Saravan Pantham,var/spack/packages/arpack/package.py,0.18
Saravan Pantham,var/spack/packages/metis/package.py,0.88
FranÃ§ois Bissey,lib/spack/env/cc,3.38
FranÃ§ois Bissey,lib/spack/spack/compilers/__init__.py,0.91
FranÃ§ois Bissey,lib/spack/spack/compilers/xl.py,0.88
Benjamin Walters,var/spack/packages/netlib_blas/package.py,0.86
Luc Jaulmes,var/spack/packages/wxpropgrid/package.py,1.71
Bob Robey,var/spack/packages/libtiff/package.py,0.67
Bob Robey,var/spack/packages/cmake/package.py,0.6
